Cod_Matricula;Descricao_Curso;Modalidade;Instituicao;Ultimo_Periodo_Letivo;Idade;Sexo;Situacao_Matricula;Forma_Ingresso;Semestre_Letivo_Inicial;Tempo;Cor;CR;Fez_Estágio
1565;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2014/1;15;F;Concluído;Ampla Concorrência;2010/1;4,5;BRA;;Não
1557;Técnico em Eletromecânica;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;M;Concluído;Ampla Concorrência;2010/1;3,5;PAR;;Não
3835;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2020/1;19;M;Concluído;Ampla Concorrência;2014/1;6,5;PAR;;Sim
1558;Técnico em Eletromecânica;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Não
1559;Técnico em Eletromecânica;Integrado;Campus Cachoeiro de Itapemirim;2011/1;15;F;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
4036;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2015/1;23;M;Evadido;Ampla Concorrência;2014/1;1,5;PAR;;Não
1666;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/1;19;M;Concluído;Ampla Concorrência;2010/1;4,5;PAR;;Sim
1667;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;21;M;Evadido;Ampla Concorrência;2010/1;5,5;PAR;;Não
1668;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;20;F;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Não
1669;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;17;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1697;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/1;17;F;Evadido;Ampla Concorrência;2010/1;0,5;BRA;;Não
1709;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;19;M;Concluído;Ampla Concorrência;2010/1;3,5;PAR;;Sim
7202;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2021/1;37;F;Concluído;Ampla Concorrência;2018/2;3;BRA;;Sim
1713;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2015/2;29;F;Evadido;Ampla Concorrência;2010/1;6;BRA;;Não
1715;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;25;F;Evadido;Ampla Concorrência;2010/1;1;BRA;;Não
3107;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2014/2;18;F;Evadido;Ampla Concorrência;2012/2;2,5;BRA;;Não
1710;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;16;F;Concluído;Ampla Concorrência;2010/1;2,5;BRA;;Sim
4945;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2019/2;21;F;Concluído;Ampla Concorrência;2015/2;4,5;BRA;;Sim
1670;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;21;F;Concluído;Ampla Concorrência;2010/1;2,5;PAR;;Sim
1671;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;18;M;Evadido;Ampla Concorrência;2010/1;1;BRA;;Não
1672;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;20;F;Evadido;Ampla Concorrência;2010/1;1;NEG;;Não
1560;Técnico em Eletromecânica;Integrado;Campus Cachoeiro de Itapemirim;2013/1;16;F;Concluído;Ampla Concorrência;2010/1;3,5;PAR;;Sim
1503;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;30;M;Concluído;Ampla Concorrência;2010/1;2;PAR;;Sim
1504;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;27;M;Evadido;Ampla Concorrência;2010/1;2,5;PAR;;Não
1505;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;22;M;Concluído;Ampla Concorrência;2010/1;2,5;PAR;;Sim
1506;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;20;M;Evadido;Ampla Concorrência;2010/1;5,5;PAR;;Não
1507;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;18;M;Concluído;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1508;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;19;M;Evadido;Ampla Concorrência;2010/1;3;BRA;;Não
3184;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;21;M;Evadido;Ampla Concorrência;2012/2;1;BRA;;Não
1509;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;19;M;Concluído;Ampla Concorrência;2010/1;2;BRA;;Sim
1529;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;18;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1512;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;39;M;Concluído;Ampla Concorrência;2010/1;5;PAR;;Sim
16770;Rochas Ornamentais;Pós-Graduação;Campus Cachoeiro de Itapemirim;2026/2;35;M;Matriculado;Ampla Concorrência;2026/1;1;BRA;90,88;Não
7320;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2019/2;28;M;Evadido;Outros;2019/1;1;BRA;;Não
1691;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;22;F;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Não
1690;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;18;M;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Não
1692;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;18;F;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
1693;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;18;F;Evadido;Ampla Concorrência;2010/1;5,5;BRA;;Não
1694;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;18;M;Concluído;Ampla Concorrência;2010/1;5;BRA;;Sim
1695;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;18;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Sim
1696;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;18;M;Concluído;Ampla Concorrência;2010/1;5;BRA;;Sim
1716;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;18;M;Concluído;Ampla Concorrência;2010/1;3;NEG;;Sim
1707;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;23;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1708;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;26;M;Evadido;Ampla Concorrência;2010/1;1;BRA;;Não
2676;Licenciatura em Informática;Superior;Campus Cachoeiro de Itapemirim;2012/1;27;M;Evadido;Ampla Concorrência;2011/2;1;BRA;;Não
1698;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;19;M;Evadido;Ampla Concorrência;2010/1;2;BRA;;Não
2277;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;20;M;Evadido;Ampla Concorrência;2011/2;1;BRA;;Não
3253;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;25;M;Evadido;Ampla Concorrência;2013/1;0,5;BRA;;Não
1511;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;17;M;Concluído;Ampla Concorrência;2010/1;5;PAR;;Sim
1513;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;19;M;Evadido;Ampla Concorrência;2010/1;1;AMA;;Não
1900;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2016/1;19;M;Concluído;Ampla Concorrência;2010/2;6;AMA;;Sim
1515;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2014/1;21;M;Concluído;Ampla Concorrência;2010/1;4,5;PAR;;Sim
1699;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;17;F;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
1703;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/1;18;M;Evadido;Ampla Concorrência;2010/1;0,5;PAR;;Não
1714;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;17;M;Concluído;Ampla Concorrência;2010/1;3,5;PAR;;Sim
1700;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;20;M;Concluído;Ampla Concorrência;2010/1;5;NEG;;Sim
1593;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;19;M;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
1594;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;21;M;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Não
1596;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;30;M;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Não
1597;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;19;M;Concluído;Ampla Concorrência;2010/1;3;NEG;;Não
1598;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;18;M;Evadido;Ampla Concorrência;2010/1;1,5;PAR;;Não
2170;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2015/2;18;F;Concluído;Ampla Concorrência;2011/1;5;BRA;;Sim
1601;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;24;F;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1602;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;27;M;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
1603;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;21;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1604;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2013/2;19;M;Evadido;Ampla Concorrência;2010/1;4;PAR;;Não
1701;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;19;F;Concluído;Ampla Concorrência;2010/1;5;PAR;;Sim
3132;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2017/2;21;F;Concluído;Ampla Concorrência;2012/2;5,5;PAR;;Sim
1702;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;22;F;Evadido;Ampla Concorrência;2010/1;1;AMA;;Não
1717;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;28;F;Evadido;Ampla Concorrência;2010/1;1,5;NAO;;Não
1705;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;17;F;Evadido;Ampla Concorrência;2010/1;2;BRA;;Não
9840;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
1673;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;39;M;Evadido;Ampla Concorrência;2010/1;1;BRA;;Não
1674;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/2;20;M;Evadido;Ampla Concorrência;2010/1;4;BRA;;Não
1675;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;17;F;Concluído;Ampla Concorrência;2010/1;5;BRA;;Sim
8377;Tecnologias de Produção de Rochas Ornamentais;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;28;F;Concluído;Ampla Concorrência;2021/1;1,5;BRA;;Não
3136;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2018/2;19;F;Concluído;Ampla Concorrência;2012/2;6,5;BRA;;Sim
1676;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;20;F;Evadido;Ampla Concorrência;2010/1;1;PAR;;Não
6816;Licenciatura em Informática;Superior;Campus Cachoeiro de Itapemirim;2023/2;27;M;Evadido;Ampla Concorrência;2018/1;6;PAR;;Não
1677;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/1;19;M;Concluído;Ampla Concorrência;2010/1;4,5;PAR;;Sim
1678;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;19;F;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Não
1680;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;19;M;Evadido;Ampla Concorrência;2010/1;5,5;PAR;;Sim
1681;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/2;19;F;Concluído;Ampla Concorrência;2010/1;5;BRA;;Sim
5955;Educação Especial;Extensão;Campus Cachoeiro de Itapemirim;2017/2;26;F;Concluído;Outros;2017/2;0,5;BRA;;Não
8328;Práticas Pedagógicas;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;30;F;Evadido;Ampla Concorrência;2021/1;1,5;BRA;;Não
1682;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;17;M;Evadido;Ampla Concorrência;2010/1;1,5;NEG;;Não
1683;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;23;M;Evadido;Ampla Concorrência;2010/1;3,5;NEG;;Não
1706;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;19;F;Concluído;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1711;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;19;F;Evadido;Ampla Concorrência;2010/1;2;BRA;;Não
1704;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;18;M;Evadido;Ampla Concorrência;2010/1;5,5;PAR;;Não
1684;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2014/1;17;F;Evadido;Ampla Concorrência;2010/1;4,5;PAR;;Não
1685;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;18;F;Evadido;Ampla Concorrência;2010/1;3,5;PAR;;Não
8024;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2026/2;28;F;Concluído;Ação Afirmativa;2020/1;7;PAR;64,94;Sim
1686;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;19;F;Evadido;Ampla Concorrência;2010/1;5,5;PAR;;Não
1687;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2013/2;18;M;Concluído;Ampla Concorrência;2010/1;4;BRA;;Sim
1688;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;22;F;Evadido;Ampla Concorrência;2010/1;2;BRA;;Não
1689;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;17;F;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
1588;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;14;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Não
1605;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;20;F;Concluído;Ampla Concorrência;2010/1;2;NEG;;Não
3955;Licenciatura em Informática;Superior;Campus Cachoeiro de Itapemirim;2014/2;24;F;Evadido;Ampla Concorrência;2014/1;1;NEG;;Não
1606;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;17;M;Concluído;Ampla Concorrência;2010/1;3;PAR;;Sim
1607;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;17;M;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1608;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;22;M;Evadido;Ampla Concorrência;2010/1;2,5;PAR;;Não
1609;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;19;M;Evadido;Ampla Concorrência;2010/1;1,5;PAR;;Não
1566;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2011/1;15;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
5646;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2020/2;22;M;Concluído;Ampla Concorrência;2017/1;4;BRA;;Sim
1516;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;18;M;Evadido;Ampla Concorrência;2010/1;5,5;PAR;;Não
1517;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;17;M;Concluído;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1520;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2014/1;30;M;Concluído;Ampla Concorrência;2010/1;4,5;PAR;;Sim
1521;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2015/1;18;M;Evadido;Ampla Concorrência;2010/1;5,5;BRA;;Não
1522;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;20;M;Concluído;Ampla Concorrência;2010/1;2;BRA;;Sim
1523;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;17;M;Concluído;Ampla Concorrência;2010/1;3;BRA;;Sim
1567;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2014/1;15;F;Concluído;Ampla Concorrência;2010/1;4,5;BRA;;Não
1576;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2011/1;15;F;Evadido;Ampla Concorrência;2010/1;1,5;PAR;;Sim
14976;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;40;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
1518;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;17;M;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1519;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;20;M;Concluído;Ampla Concorrência;2010/1;3,5;NEG;;Sim
1524;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;18;M;Concluído;Ampla Concorrência;2010/1;2;BRA;;Sim
1525;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;21;M;Concluído;Ampla Concorrência;2010/1;2;BRA;;Sim
1526;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2011/1;28;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1527;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;22;M;Evadido;Ampla Concorrência;2010/1;3;PAR;;Não
1528;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;17;M;Concluído;Ampla Concorrência;2010/1;3;PAR;;Sim
3073;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2014/1;36;M;Concluído;Ampla Concorrência;2012/2;2;BRA;;Sim
1530;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;17;M;Concluído;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1610;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/1;18;M;Evadido;Ampla Concorrência;2010/1;0,5;PAR;;Não
1611;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;18;M;Concluído;Ampla Concorrência;2010/1;3;PAR;;Sim
4639;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2019/2;22;M;Concluído;Outros;2014/2;5,5;PAR;;Sim
1612;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;18;M;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Sim
1618;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;17;M;Evadido;Ampla Concorrência;2010/1;1;BRA;;Não
1619;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;29;M;Evadido;Ampla Concorrência;2010/1;2;PAR;;Não
1621;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2013/1;18;M;Evadido;Ampla Concorrência;2010/1;3,5;BRA;;Sim
1600;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2013/2;17;M;Concluído;Ampla Concorrência;2010/1;4;PAR;;Sim
1613;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/1;20;M;Evadido;Ampla Concorrência;2010/1;2,5;BRA;;Não
1614;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;25;F;Evadido;Ampla Concorrência;2010/1;1;BRA;;Não
6290;Licenciatura em Informática;Superior;Campus Cachoeiro de Itapemirim;2018/1;32;F;Evadido;Ampla Concorrência;2017/2;1;BRA;;Não
1615;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2011/2;17;M;Concluído;Ampla Concorrência;2010/1;2;BRA;;Sim
2995;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2015/2;19;M;Concluído;Ampla Concorrência;2012/1;4;BRA;;Não
1616;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2012/2;25;M;Concluído;Ampla Concorrência;2010/1;3;BRA;;Não
1617;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2010/2;18;M;Evadido;Ampla Concorrência;2010/1;1;PAR;;Não
1582;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;M;Evadido;Ampla Concorrência;2010/1;3,5;PAR;;Sim
1574;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2015/1;15;F;Concluído;Ampla Concorrência;2010/1;5,5;BRA;;Não
1575;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2020/1;15;M;Concluído;Ampla Concorrência;2010/1;10,5;BRA;;Não
1577;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Não
1583;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Não
1578;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;14;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Não
1579;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2017/1;15;M;Concluído;Ampla Concorrência;2010/1;7,5;PAR;;Sim
5738;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2017/1;22;M;Evadido;Ampla Concorrência;2017/1;0,5;PAR;;Não
1580;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;16;F;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Sim
1581;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;M;Concluído;Ampla Concorrência;2010/1;3,5;BRA;;Sim
1587;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2011/1;15;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1571;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;14;M;Evadido;Ampla Concorrência;2010/1;3,5;BRA;;Não
1572;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2012/1;15;M;Evadido;Ampla Concorrência;2010/1;2,5;PAR;;Não
1584;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2011/1;15;M;Evadido;Ampla Concorrência;2010/1;1,5;BRA;;Não
1585;Técnico em Informática;Integrado;Campus Cachoeiro de Itapemirim;2013/1;15;M;Concluído;Ampla Concorrência;2010/1;3,5;PAR;;Não
